market_slug,outcome,total_snapshots,B5%_S5%_P0%,B5%_S5%_P5%,B5%_S5%_P10%,B5%_S5%_P20%,B5%_S5%_P50%,B5%_S5%_P75%,B5%_S5%_P100%,B5%_S10%_P0%,B5%_S10%_P5%,B5%_S10%_P10%,B5%_S10%_P20%,B5%_S10%_P50%,B5%_S10%_P75%,B5%_S10%_P100%,B7%_S5%_P0%,B7%_S5%_P5%,B7%_S5%_P10%,B7%_S5%_P20%,B7%_S5%_P50%,B7%_S5%_P75%,B7%_S5%_P100%,B7%_S10%_P0%,B7%_S10%_P5%,B7%_S10%_P10%,B7%_S10%_P20%,B7%_S10%_P50%,B7%_S10%_P75%,B7%_S10%_P100%,B10%_S5%_P0%,B10%_S5%_P5%,B10%_S5%_P10%,B10%_S5%_P20%,B10%_S5%_P50%,B10%_S5%_P75%,B10%_S5%_P100%,B10%_S10%_P0%,B10%_S10%_P5%,B10%_S10%_P10%,B10%_S10%_P20%,B10%_S10%_P50%,B10%_S10%_P75%,B10%_S10%_P100%,B5%_S5%_P150>75%,B5%_S10%_P150>75%,B7%_S5%_P150>75%,B7%_S10%_P150>75%,B10%_S5%_P150>75%,B10%_S10%_P150>75%,B5%_S5%_P100>50%,B5%_S10%_P100>50%,B7%_S5%_P100>50%,B7%_S10%_P100>50%,B10%_S5%_P100>50%,B10%_S10%_P100>50%,B5%_S5%_P100>20%,B5%_S10%_P100>20%,B7%_S5%_P100>20%,B7%_S10%_P100>20%,B10%_S5%_P100>20%,B10%_S10%_P100>20%,B5%_S5%_P75>20%,B5%_S10%_P75>20%,B7%_S5%_P75>20%,B7%_S10%_P75>20%,B10%_S5%_P75>20%,B10%_S10%_P75>20%,B5%_S5%_P50>10%,B5%_S10%_P50>10%,B7%_S5%_P50>10%,B7%_S10%_P50>10%,B10%_S5%_P50>10%,B10%_S10%_P50>10%,B5%_HoldToEnd,B7%_HoldToEnd,B10%_HoldToEnd
btc-updown-15m-1765235700,DOWN,4473,86.2% (7 trades),129.7% (5 trades),129.7% (5 trades),153.3% (4 trades),31.8% (3 trades),62.5% (2 trades),62.5% (2 trades),152.6% (4 trades),152.6% (4 trades),185.9% (4 trades),188.4% (4 trades),190.4% (3 trades),75.0% (2 trades),75.0% (2 trades),54.5% (5 trades),95.7% (3 trades),95.7% (3 trades),109.5% (2 trades),-21.3% (2 trades),-21.3% (2 trades),112.8% (1 trades),95.6% (2 trades),95.6% (2 trades),128.9% (2 trades),128.9% (2 trades),137.2% (2 trades),-12.8% (2 trades),112.8% (1 trades),18.5% (2 trades),18.5% (2 trades),51.9% (2 trades),113.1% (2 trades),121.4% (2 trades),-22.4% (2 trades),104.1% (1 trades),87.9% (2 trades),87.9% (2 trades),121.3% (2 trades),121.3% (2 trades),129.6% (2 trades),-20.4% (2 trades),104.1% (1 trades),62.5% (2 trades),75.0% (2 trades),-21.3% (2 trades),-12.8% (2 trades),-22.4% (2 trades),-20.4% (2 trades),62.5% (2 trades),225.0% (2 trades),-21.3% (2 trades),137.2% (2 trades),121.4% (2 trades),129.6% (2 trades),193.3% (2 trades),216.7% (2 trades),109.5% (2 trades),128.9% (2 trades),113.1% (2 trades),121.3% (2 trades),193.3% (2 trades),216.7% (2 trades),109.5% (2 trades),128.9% (2 trades),113.1% (2 trades),121.3% (2 trades),162.6% (3 trades),182.0% (3 trades),109.5% (2 trades),128.9% (2 trades),113.1% (2 trades),121.3% (2 trades),212.5% (1 trades),112.8% (1 trades),104.1% (1 trades)
btc-updown-15m-1765236600,DOWN,4473,62.3% (7 trades),98.3% (4 trades),92.1% (2 trades),92.1% (2 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),98.2% (3 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),37.3% (4 trades),97.4% (3 trades),97.1% (2 trades),97.1% (2 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),98.2% (3 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),13.3% (2 trades),13.3% (2 trades),38.1% (2 trades),41.2% (1 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),81.3% (2 trades),81.3% (2 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),96.1% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),96.1% (1 trades),96.1% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),88.7% (1 trades),96.1% (1 trades),96.1% (1 trades),92.1% (2 trades),88.7% (1 trades),97.1% (2 trades),88.7% (1 trades),41.2% (1 trades),96.1% (1 trades),92.1% (2 trades),88.7% (1 trades),97.1% (2 trades),88.7% (1 trades),41.2% (1 trades),96.1% (1 trades),92.1% (2 trades),88.7% (1 trades),97.1% (2 trades),88.7% (1 trades),38.1% (2 trades),96.1% (1 trades),88.7% (1 trades),88.7% (1 trades),96.1% (1 trades)
btc-updown-15m-1765237500,UP,4438,83.7% (7 trades),104.9% (7 trades),120.2% (7 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),79.1% (7 trades),107.8% (6 trades),124.5% (6 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),108.3% (1 trades),79.7% (6 trades),89.8% (6 trades),221.4% (6 trades),227.2% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),62.6% (6 trades),81.8% (5 trades),218.9% (5 trades),211.5% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),76.9% (3 trades),76.9% (3 trades),76.9% (3 trades),24.4% (1 trades),143.9% (1 trades),143.9% (1 trades),143.9% (1 trades),73.3% (3 trades),73.3% (3 trades),12.2% (1 trades),143.9% (1 trades),143.9% (1 trades),143.9% (1 trades),143.9% (1 trades),108.3% (1 trades),108.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades),143.9% (1 trades),143.9% (1 trades),108.3% (1 trades),108.3% (1 trades),-100.0% (1 trades),-100.0% (1 trades),143.9% (1 trades),143.9% (1 trades),108.3% (1 trades),108.3% (1 trades),227.2% (5 trades),211.5% (4 trades),24.4% (1 trades),143.9% (1 trades),108.3% (1 trades),108.3% (1 trades),227.2% (5 trades),211.5% (4 trades),24.4% (1 trades),143.9% (1 trades),108.3% (1 trades),108.3% (1 trades),205.1% (5 trades),218.9% (5 trades),76.9% (3 trades),12.2% (1 trades),108.3% (1 trades),-100.0% (1 trades),143.9% (1 trades)
btc-updown-15m-1765238400,UP,4474,201.7% (7 trades),166.3% (4 trades),166.3% (4 trades),147.3% (3 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),141.5% (2 trades),141.5% (2 trades),141.5% (2 trades),141.5% (2 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),141.5% (2 trades),141.5% (2 trades),141.5% (2 trades),141.5% (2 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),147.3% (3 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),147.3% (3 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),166.3% (4 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),141.5% (2 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades),53.8% (1 trades)
btc-updown-15m-1765239300,DOWN,4448,36.7% (8 trades),32.6% (5 trades),32.6% (5 trades),73.2% (2 trades),93.5% (2 trades),117.4% (1 trades),117.4% (1 trades),26.8% (6 trades),22.8% (4 trades),22.8% (4 trades),73.9% (1 trades),73.9% (1 trades),117.4% (1 trades),117.4% (1 trades),38.3% (7 trades),29.3% (5 trades),29.3% (5 trades),73.2% (2 trades),56.5% (1 trades),117.4% (1 trades),117.4% (1 trades),26.8% (5 trades),19.4% (4 trades),19.4% (4 trades),73.9% (1 trades),73.9% (1 trades),117.4% (1 trades),117.4% (1 trades),20.5% (4 trades),20.5% (4 trades),20.5% (4 trades),20.5% (4 trades),63.6% (1 trades),77.3% (1 trades),127.3% (1 trades),24.6% (4 trades),24.6% (4 trades),24.6% (4 trades),24.6% (4 trades),81.8% (1 trades),81.8% (1 trades),127.3% (1 trades),117.4% (1 trades),117.4% (1 trades),117.4% (1 trades),117.4% (1 trades),77.3% (1 trades),81.8% (1 trades),93.5% (2 trades),73.9% (1 trades),56.5% (1 trades),73.9% (1 trades),63.6% (1 trades),81.8% (1 trades),73.2% (2 trades),73.9% (1 trades),73.2% (2 trades),73.9% (1 trades),20.5% (1 trades),20.5% (1 trades),73.2% (2 trades),73.9% (1 trades),73.2% (2 trades),73.9% (1 trades),20.5% (1 trades),20.5% (1 trades),-87.0% (2 trades),-87.0% (2 trades),-87.0% (2 trades),-87.0% (2 trades),-88.6% (2 trades),-88.6% (2 trades),117.4% (1 trades),117.4% (1 trades),127.3% (1 trades)
btc-updown-15m-1765240200,DOWN,4430,-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),250.0% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),100.0% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),250.0% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),100.0% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765241100,DOWN,4479,65.7% (4 trades),65.7% (4 trades),76.8% (4 trades),33.3% (1 trades),56.7% (1 trades),66.7% (1 trades),66.7% (1 trades),32.8% (2 trades),33.3% (1 trades),33.3% (1 trades),33.3% (1 trades),66.7% (1 trades),66.7% (1 trades),66.7% (1 trades),-70.9% (3 trades),-70.9% (3 trades),-59.7% (3 trades),53.4% (2 trades),74.1% (1 trades),75.9% (1 trades),85.2% (1 trades),93.5% (4 trades),44.1% (2 trades),44.1% (2 trades),48.1% (1 trades),85.2% (1 trades),85.2% (1 trades),85.2% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),66.7% (1 trades),66.7% (1 trades),75.9% (1 trades),85.2% (1 trades),-100.0% (1 trades),-100.0% (1 trades),56.7% (1 trades),66.7% (1 trades),74.1% (1 trades),85.2% (1 trades),-100.0% (1 trades),-100.0% (1 trades),33.3% (1 trades),33.3% (1 trades),53.4% (2 trades),48.1% (1 trades),-100.0% (1 trades),-100.0% (1 trades),33.3% (1 trades),33.3% (1 trades),53.4% (2 trades),48.1% (1 trades),-100.0% (1 trades),-100.0% (1 trades),41.1% (2 trades),33.3% (1 trades),-59.7% (3 trades),44.1% (2 trades),-100.0% (1 trades),-100.0% (1 trades),66.7% (1 trades),85.2% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765242000,UP,4475,91.4% (6 trades),107.3% (5 trades),111.1% (5 trades),129.8% (5 trades),58.1% (4 trades),-21.4% (2 trades),332.1% (3 trades),112.4% (5 trades),132.7% (4 trades),136.5% (4 trades),148.1% (4 trades),60.1% (4 trades),155.5% (3 trades),290.1% (2 trades),57.9% (5 trades),74.1% (4 trades),77.9% (4 trades),96.6% (4 trades),7.1% (3 trades),55.5% (3 trades),319.2% (3 trades),61.3% (4 trades),82.1% (3 trades),85.9% (3 trades),97.5% (3 trades),7.1% (3 trades),155.5% (3 trades),290.1% (2 trades),40.4% (5 trades),55.4% (5 trades),77.0% (4 trades),-21.0% (4 trades),7.1% (3 trades),55.5% (3 trades),165.4% (3 trades),65.0% (4 trades),72.7% (4 trades),90.8% (3 trades),102.4% (3 trades),7.1% (3 trades),155.5% (3 trades),290.1% (2 trades),130.5% (3 trades),155.5% (3 trades),130.5% (3 trades),155.5% (3 trades),130.5% (3 trades),155.5% (3 trades),100.0% (3 trades),128.6% (3 trades),100.0% (3 trades),128.6% (3 trades),100.0% (3 trades),128.6% (3 trades),232.9% (4 trades),249.8% (3 trades),237.0% (4 trades),252.1% (3 trades),119.4% (4 trades),257.0% (3 trades),140.1% (3 trades),249.8% (3 trades),165.6% (4 trades),252.1% (3 trades),47.9% (4 trades),257.0% (3 trades),191.0% (5 trades),181.3% (4 trades),144.1% (4 trades),130.7% (3 trades),143.2% (4 trades),135.6% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765242900,DOWN,4474,81.2% (9 trades),76.1% (7 trades),-77.3% (3 trades),-72.0% (2 trades),-48.0% (2 trades),-24.0% (2 trades),161.8% (2 trades),61.3% (7 trades),67.8% (6 trades),-88.0% (2 trades),-68.0% (2 trades),-48.0% (2 trades),-24.0% (2 trades),153.8% (2 trades),69.8% (6 trades),78.5% (6 trades),47.4% (2 trades),63.4% (2 trades),105.8% (2 trades),129.8% (2 trades),161.8% (2 trades),27.5% (5 trades),34.0% (4 trades),22.8% (2 trades),85.8% (2 trades),105.8% (2 trades),129.8% (2 trades),153.8% (2 trades),76.2% (5 trades),76.2% (5 trades),47.9% (2 trades),56.2% (2 trades),103.8% (2 trades),128.8% (2 trades),170.5% (2 trades),32.0% (5 trades),38.5% (4 trades),23.3% (2 trades),74.7% (2 trades),103.8% (2 trades),128.8% (2 trades),153.8% (2 trades),129.8% (2 trades),129.8% (2 trades),129.8% (2 trades),129.8% (2 trades),128.8% (2 trades),128.8% (2 trades),117.8% (2 trades),117.8% (2 trades),117.8% (2 trades),117.8% (2 trades),124.7% (2 trades),124.7% (2 trades),99.4% (2 trades),117.8% (2 trades),99.4% (2 trades),117.8% (2 trades),106.2% (2 trades),124.7% (2 trades),-24.0% (2 trades),-24.0% (2 trades),111.4% (2 trades),129.8% (2 trades),110.4% (2 trades),128.8% (2 trades),-37.3% (3 trades),-48.0% (2 trades),87.4% (2 trades),62.8% (2 trades),85.4% (2 trades),60.8% (2 trades),300.0% (1 trades),300.0% (1 trades),316.7% (1 trades)
btc-updown-15m-1765243800,DOWN,4471,129.8% (11 trades),92.0% (6 trades),99.3% (4 trades),102.7% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),108.6% (8 trades),-86.1% (3 trades),96.7% (3 trades),-56.0% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),119.6% (8 trades),87.8% (5 trades),86.8% (3 trades),89.5% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),101.8% (7 trades),-64.9% (4 trades),85.1% (2 trades),85.1% (2 trades),92.3% (1 trades),92.3% (1 trades),92.3% (1 trades),126.0% (6 trades),110.5% (4 trades),88.3% (3 trades),91.8% (3 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),92.9% (5 trades),64.8% (2 trades),64.8% (2 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),92.3% (1 trades),92.3% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),92.3% (1 trades),92.3% (1 trades),72.4% (1 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),85.1% (2 trades),85.1% (2 trades),-79.3% (2 trades),72.4% (1 trades),-100.0% (1 trades),-100.0% (1 trades),85.1% (2 trades),85.1% (2 trades),-79.3% (2 trades),72.4% (1 trades),98.8% (4 trades),-100.0% (1 trades),105.3% (3 trades),85.1% (2 trades),64.8% (2 trades),64.8% (2 trades),-100.0% (1 trades),92.3% (1 trades),72.4% (1 trades)
btc-updown-15m-1765244700,UP,4445,7.5% (4 trades),22.0% (2 trades),23.9% (2 trades),25.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),13.7% (3 trades),-83.0% (2 trades),-83.0% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),7.5% (3 trades),15.0% (2 trades),13.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),9.5% (2 trades),-94.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),7.5% (3 trades),-92.2% (2 trades),15.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-92.2% (2 trades),-92.2% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),25.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),25.5% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),23.9% (2 trades),-83.0% (2 trades),13.5% (1 trades),-100.0% (1 trades),15.7% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765245600,UP,4453,-38.7% (6 trades),-30.0% (6 trades),-36.2% (5 trades),4.8% (5 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),123.6% (5 trades),132.3% (5 trades),126.1% (4 trades),134.8% (4 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),39.0% (5 trades),-35.6% (5 trades),-47.9% (4 trades),-18.5% (4 trades),141.8% (3 trades),230.6% (3 trades),88.7% (1 trades),84.2% (4 trades),109.6% (4 trades),97.3% (3 trades),106.0% (3 trades),145.6% (3 trades),216.3% (3 trades),88.7% (1 trades),0.0% (3 trades),-74.2% (3 trades),-69.7% (3 trades),-77.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),0.0% (3 trades),-74.2% (3 trades),-69.7% (3 trades),-77.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),230.6% (3 trades),216.3% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),170.7% (3 trades),170.7% (3 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),43.8% (4 trades),150.7% (3 trades),-77.3% (2 trades),-77.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),43.8% (4 trades),150.7% (3 trades),-77.3% (2 trades),-77.3% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-8.4% (4 trades),112.2% (3 trades),-81.8% (2 trades),-81.8% (2 trades),-100.0% (1 trades),88.7% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765246500,UP,4478,168.3% (10 trades),72.9% (4 trades),72.9% (4 trades),89.9% (4 trades),149.2% (3 trades),277.7% (4 trades),92.3% (1 trades),163.1% (6 trades),104.1% (3 trades),104.1% (3 trades),112.8% (3 trades),149.2% (3 trades),92.3% (1 trades),92.3% (1 trades),192.0% (10 trades),57.3% (3 trades),57.3% (3 trades),66.0% (3 trades),150.2% (3 trades),288.2% (4 trades),88.7% (1 trades),202.1% (7 trades),103.5% (3 trades),103.5% (3 trades),112.2% (3 trades),150.2% (3 trades),88.7% (1 trades),88.7% (1 trades),200.7% (10 trades),221.6% (10 trades),178.8% (7 trades),69.9% (3 trades),150.2% (3 trades),290.4% (4 trades),88.7% (1 trades),215.8% (7 trades),225.3% (7 trades),225.3% (7 trades),116.5% (3 trades),150.2% (3 trades),88.7% (1 trades),88.7% (1 trades),277.7% (4 trades),92.3% (1 trades),288.2% (4 trades),88.7% (1 trades),290.4% (4 trades),88.7% (1 trades),163.2% (3 trades),161.7% (3 trades),162.4% (3 trades),160.8% (3 trades),155.4% (3 trades),163.0% (3 trades),183.1% (5 trades),222.3% (5 trades),184.7% (5 trades),224.1% (5 trades),198.2% (5 trades),229.6% (5 trades),183.1% (5 trades),222.3% (5 trades),184.7% (5 trades),224.1% (5 trades),198.2% (5 trades),229.6% (5 trades),97.5% (3 trades),120.7% (3 trades),92.7% (3 trades),116.2% (3 trades),94.5% (3 trades),118.4% (3 trades),92.3% (1 trades),88.7% (1 trades),88.7% (1 trades)
btc-updown-15m-1765247400,DOWN,4476,-93.8% (2 trades),-93.8% (2 trades),-85.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),187.2% (9 trades),202.1% (8 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),164.7% (10 trades),188.1% (9 trades),-89.4% (2 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),189.5% (9 trades),204.4% (8 trades),119.8% (7 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),164.7% (6 trades),175.8% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),177.2% (6 trades),188.3% (6 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades),-100.0% (1 trades)
btc-updown-15m-1765248300,DOWN,4477,124.2% (8 trades),137.9% (7 trades),130.9% (6 trades),55.4% (4 trades),54.3% (3 trades),204.3% (2 trades),204.3% (2 trades),80.2% (4 trades),89.1% (3 trades),89.1% (3 trades),86.7% (2 trades),117.4% (1 trades),117.4% (1 trades),117.4% (1 trades),117.9% (7 trades),131.0% (6 trades),133.1% (6 trades),59.0% (4 trades),54.3% (3 trades),204.3% (2 trades),204.3% (2 trades),71.6% (4 trades),80.6% (3 trades),97.0% (2 trades),86.7% (2 trades),117.4% (1 trades),117.4% (1 trades),117.4% (1 trades),112.1% (4 trades),112.1% (4 trades),112.1% (4 trades),128.7% (4 trades),147.4% (2 trades),147.4% (2 trades),276.5% (2 trades),81.7% (3 trades),95.2% (3 trades),95.2% (3 trades),115.8% (2 trades),112.1% (2 trades),132.7% (2 trades),194.1% (1 trades),204.3% (2 trades),117.4% (1 trades),204.3% (2 trades),117.4% (1 trades),147.4% (2 trades),132.7% (2 trades),54.3% (3 trades),117.4% (1 trades),54.3% (3 trades),117.4% (1 trades),147.4% (2 trades),112.1% (2 trades),55.4% (4 trades),86.7% (2 trades),59.0% (4 trades),86.7% (2 trades),125.8% (4 trades),112.9% (2 trades),55.4% (4 trades),86.7% (2 trades),59.0% (4 trades),86.7% (2 trades),125.8% (4 trades),112.9% (2 trades),130.9% (6 trades),89.1% (3 trades),133.1% (6 trades),97.0% (2 trades),103.2% (4 trades),92.2% (3 trades),117.4% (1 trades),117.4% (1 trades),194.1% (1 trades)
btc-updown-15m-1765249200,DOWN,4463,195.7% (3 trades),195.7% (3 trades),195.7% (3 trades),149.2% (2 trades),167.4% (2 trades),194.7% (2 trades),212.9% (2 trades),228.6% (3 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),265.4% (2 trades),195.7% (3 trades),195.7% (3 trades),195.7% (3 trades),149.2% (2 trades),167.4% (2 trades),194.7% (2 trades),212.9% (2 trades),228.6% (3 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),265.4% (2 trades),276.2% (3 trades),276.2% (3 trades),276.2% (3 trades),229.8% (2 trades),229.8% (2 trades),229.8% (2 trades),229.8% (2 trades),335.1% (3 trades),301.2% (2 trades),301.2% (2 trades),301.2% (2 trades),301.2% (2 trades),301.2% (2 trades),301.2% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),194.7% (2 trades),229.8% (2 trades),301.2% (2 trades),167.4% (2 trades),194.7% (2 trades),167.4% (2 trades),194.7% (2 trades),229.8% (2 trades),301.2% (2 trades),149.2% (2 trades),194.7% (2 trades),149.2% (2 trades),194.7% (2 trades),229.8% (2 trades),301.2% (2 trades),149.2% (2 trades),194.7% (2 trades),149.2% (2 trades),194.7% (2 trades),229.8% (2 trades),301.2% (2 trades),195.7% (3 trades),194.7% (2 trades),195.7% (3 trades),194.7% (2 trades),276.2% (3 trades),301.2% (2 trades),354.5% (1 trades),354.5% (1 trades),614.3% (1 trades)
